"R2-358;Servicios Urbanos De Cerler, S.A. (Sucsa);C/ CORUÑA Nº20;36700;TUY;Pontevedra;900 102 387;N;A22004675;;30/11/2016;;Baja"
"R2-359;GAS ENERGÍA SUMINISTRO, S.L.;PLAZA PÍO BAROJA, 3;48001;BILBAO;Vizcaya;;;B65128407;;29/09/2011;;Baja"
"R2-360;MADRILEÑA SUMINISTRO DE GAS, S.L.;C/ ANABEL SEGURA Nº16, 3ª PLANTA;28108;ALCOBENDAS;Madrid;800 009 109;N;B65142333;;04/04/2018;www.galpenergia.com;Baja"
"R2-361;DB ENERGY COMMODITIES LIMITED;-;;LONDRES (REINO UNIDO);Extranjero;;N;GB243609761;;12/09/2014;;Baja"
"R2-362;NEXUS RENOVABLES, S.L.;C/ CONSELL DE CENT, 42;08014;BARCELONA;Barcelona;900 818 533;P, PA, FL, LG, HI, ML;B64906431;20/10/2010;03/11/2016;www.nexusenergia.com;Baja"
"R2-363;NATURGY ENERGY GROUP, S.A.;PLAZA DEL GAS Nº1;08003;BARCELONA;Barcelona;900 100 251;N;A08015497;;17/06/2019;www.gasnaturalfenosa.com;Baja"
"R2-364;SALTOS DEL CABRERA,S L;C/ TORAL, 2;24380;Puente Domingo Florez (León);León;;;B24291833;;08/08/2011;;Baja"
"R2-365;HIDROELECTRICA DEL CABRERA,S L;C/ TORAL, 2;24380;Puente Domingo Florez (León);León;;;B24373367;;08/08/2011;;Baja"
"R2-366;AB ENERGÍA 1903, S.L.;C/ ESCUELAS PÍAS 12;22300;BARBASTRO;Huesca;900 190 300;N;B22350466;;;http://www.abenergia.es;"
"R2-367;LONJAS TECNOLOGÍA, S.A.;C/ ARAGONESES, Nº 9 BIS;28108;ALCOBENDAS;Madrid;900 101 897;N;A28039469;;;www.lonjastec.es;"
"R2-368;HIDROELÉCTRICA EL CARMEN ENERGÍA, S.L;C/ SIRIO, Nº 24, 9º D;28007;MADRID;Madrid;900 37 35 08;N;B82773888;;;https://www.atuladoenergia.com/;"
"R2-369;GEOATLANTER ENERGIA, S.L.(Unipersonal);AVDA. DE EUROPA, Nº 34-B, ESC.DCHA. 3º IZQ.;28036;MADRID;Madrid;;;B85761161;;30/08/2012;;Baja"
"R2-370;ELECVAL, COMERCIALIZADORA VALENCIANA DE ELECTRICIDAD, S.L.;GRAN VIA MARQUÉS DEL TURIA, 49 8º - 8ª;46005;VALENCIA;Valencia;;;B98190051;;30/08/2012;;Baja"
"R2-371;AE3000 AGENT COMERCIALITZADOR, S.L.;C/ ACADEMIA, Nº 23;25230;MOLLERUSSA;Lérida;;MM, IF;B25680083;;22/11/2012;;Baja"
"R2-372;ELECTRICA MUNICIPAL DE SANTA COLOMA DE QUERALT, SL;PLAÇA MAJOR Nº 1;43420;SANTA COLOMA DE QUERALT;Tarragona;900 102 377;N;B43986918;29/01/2010;11/12/2017;www.stacqueralt.altanet.org;Baja"
"R2-373;ELECTRICA DE GUADASSUAR DISTRIBUCION SLU;GRAN VIA, 88;46610;GUADASSUAR;Valencia;;N;B98194780;17/03/2010;05/03/2012;;Baja"
"R2-374;ELECTRICA DE GUADASSUAR COOP V;GRAN VIA, 88;46610;GUADASSUAR;Valencia;900 900 298;N;F46004750;30/06/2010;;electricaguadassuar.ecsocial.com;"
"R2-375;ELECTRICA DE CHERA, SCV;C/ SAN ISIDRO, 13;46350;CHERA;Valencia;900 373 319;V;F46233680;14/10/2010;;electricadechera.ecsocial.com;"
"R2-376;COOPERATIVA ELECTRICA DE CASTELLAR, S.C.V (COMERC);C/ AURORA Nº34;46026;VALENCIA;Valencia;900 373 920;V;F46025136;06/04/2010;;coopelectricacastellar.ecsocial.com;"
"R2-377;DISTRIBUIDORA ELECTRICA DE MELIANA, S.L.;C/ COLON, 14;46133;MELIANA;Valencia;900 901 675;N;B98196249;28/03/2010;09/05/2018;electricademeliana.com;Baja"
"R2-378;ELECTRICA DE ALGIMIA DE ALFARA SCV;PLAZA GLORIETA, 3-1º;46148;ALGIMIA DE ALFARA;Valencia;900 834 466;V;F46024428;06/05/2010;;www.electricaalgimia.com;"
"R2-379;COMERCIAL Y ASESORA DE ELECTRICIDAD, S.L.;AVDA. LAGARTIJO, Nº16, LOCAL 2;14005;CORDOBA;Córdoba;900 102 273;P;B14888325;21/05/2010;;www.cyade.es;"
"R2-380;ELECTRODISTRIBUIDORA DE FUERZA Y ALUMBRADO CASABLANCA, S.COOP.V;C/ CALAMOCS, 22;12590;ALMENARA;Castellón;900 834 465;V;F12010179;06/05/2010;;casablanca.ecsocial.com;"
"R2-381;ELECTRICA DE SOT DE CHERA SCV;C/ SAN ROQUE, Nº55;46168;SOT DE CHERA;Valencia;900 373 167;V;F46027298;14/10/2010;;electricasot.ecsocial.com;"
"R2-382;EVERGREEN ELECTRICA;CENTRO NÓRDICO. CRTA. DE MIJAS, KM 4,5 LOCAL 3-4-5;29650;MIJAS;Málaga;900 730 011;N;B93034064;23/04/2010;;www.evergreen-electrica.com;"
"R2-383;VILLAR MIR ENERGÍA,S.L;PASEO DE LA CASTELLANA 259-D, PLANTA 47;28046;MADRID;Madrid;900 10 33 15;P;B85253888;02/06/2010;;www.grupovillarmir.es/Divisiones/Energ%C3%ADa/tabid/85/Default.aspx;"
"R2-384;SUMINISTROS ESPECIALES ALGINETENSES SOCIEDAD COOPERATIVA VALENCIANA;C/ POETA JUAN ALEGRE, 7;46230;ALGINET;VALENCIA;900 850 510;N;F46004834;28/05/2010;;http://www.electricadealginet.com;"
"R2-385;ELECTRICAS HIDROBESORA SL;C/ BAIX LA VILA, 2;12161;LA TORRE D'EN BESORA;Castellón;900 373 365;V;B12595724;16/07/2010;22/03/2018;electricashidrobesora.com;Baja"
"R2-386;ELÉCTRICA DEL POZO, S COOP M;C/ CABO DE TARIFA, 172;28053;MADRID;Madrid;900 103 189;P;F28155497;22/06/2010;;www.electricadelpozo.es;"
"R2-387;AUDAX ENERGÍA, S.A.;AVENIDA DE NAVARRA, 14;08911;BADALONA;Barcelona;900 828 006;N;A85258549;22/06/2010;31/12/2018;www.audaxenergia.com;Baja"
"R2-387;AUDAX RENOVABLES, S.A;C/ Temple, 25;08911;BADALONA;BARCELONA;900 828 006;N;A62338827;01/01/2019;;www.audaxenergia.com;"
"R2-388;SYDER COMERCIALIZADORA VERDE SL;C/ OSSAU, S/N, EDIFICIO REY DE BAEZA, 5ºA;50003;ZARAGOZA;Zaragoza;900 701 141;P;B99275851;22/06/2010;;www.syder.es;"
"R2-389;ELÉCTRICA DE MELIANA, S.C.V.;C/ COLON, 14;46133;MELIANA;Valencia;900 901 675;V;F46004768;14/08/2010;;www.electricademeliana.com;"
"R2-390;UTILITY NORTH A/S;RAAENSVEJ 1;9000;AALBORG (Dinamarca);Extranjero;;P;DK32764088;21/07/2010;18/03/2013;;Baja"
"R2-391;EXEN, S.R.O.;DR. SMERALA 1710/1;70200;OSTRAVA (República Checa);Extranjero;;N;C227767191;28/02/2012;05/12/2014;www.exen.biz;Baja"
"R2-392;GESTINER INGENIEROS, S.L.;C/ FUENCARRAL, 5 1ºD;28004;MADRID;Madrid;900 902 886;P, SB, TF, GC;B82410549;08/10/2010;;www.gestiner.es;"
"R2-393;ELECTRICA DE CALLOSA DE SEGURA;PASEO DE LA ESTACIÓN MÉDICO MANUEL SAMPER, 32-BJ;03360;CALLOSA DE SEGURA;Alicante;900 101 603;V;F03013331;26/08/2010;;electricadecallosa.es;"
"R2-394;ELECTRICA POPULAR, S. COOP. MAD;C/ IMPERIAL, 3;28540;PERALES DE TAJUÑA;Madrid;900 10 20 22;P;F28201374;01/01/2011;;electricapopular.org;"
"R2-395;INTERNATIONAL MARINA TARRAGONA, S.L.;PASEO DEL CLUB DEPORTIVO, 1 BL.11 BAJO IZQ.;28223;POZUELO DE ALARCON;Madrid;;T;B83682245;11/10/2010;05/03/2012;;Baja"
"R2-396;SANJOSÉ ENERGÍA Y MEDIO AMBIENTE, S.A.;AVDA. DE LOS LABRADORES, 1, 3º;28760;TRES CANTOS;Madrid;;P;A85677466;10/11/2010;05/03/2012;;Baja"
"R2-397;RESPIRA ENERGÍA S.A;C/ DOCTOR TRUETA, 183 9-5;08005;BARCELONA;Barcelona;900 732 012;P, SB, GC, TF, FL, PA, LG, HI;A65376766;29/11/2010;;https://www.respiraenergia.com/;"
"R2-398;ELÉCTRICAS COLLADO BLANCO, S L;PLAZA MAYOR, 18;12231;CIRAT;Castellón;900 102 764;P;B12571360;09/07/2010;15/12/2016;;Baja"
"R2-399;LLUM D'AIN SL;PLAZA J. SORRIBES FUSTER, 1;12222;AÍN;Castellón;900 103 205;P;B12573440;09/07/2010;15/12/2016;;Baja"
"R2-400;FLUIDO ELECTRICO DE MUSEROS, S.C.V.;C/ MOLÍ, S/N;46136;MUSEROS;Valencia;900 103 206;P;F46034427;09/07/2010;;electricamuseros.ecsocial.com;"
"R2-401;COOP VALENCIANA ELECTRODISTRIBUIDORA DE FUERZA Y ALUMBRADO SERRALLO;CAMINO ALMALAFA, 375;12100;GRAO DE CASTELLÓN;Castellón;900 84 88 38;P;F12057196;09/07/2010;;;"
"R2-402;ON DEMAND FACILITIES, SLU;C/ SAN BERNARDO, 15;41018;SEVILLA;Sevilla;900 908 108;N;B91405084;04/01/2011;;www.odfenergia.es;"
"R2-403;FENIE ENERGIA SA;C/ JACINTO BENAVENTE, 2B PLANTA BAJA (TRIPARK BUSINESS CENTER);28232;LAS ROZAS;Madrid;900 215 470;N;A85908036;12/01/2011;;www.fenieenergia.es;"
"R2-404;ENARA GESTIÓN Y MEDIACIÓN, S.L.;C/ MAYOR, 10 - 4º 3;48930;GETXO;Vizcaya;900 101 553;P, SB, GC, TF, FL, PA, LG, HI;B85778041;01/02/2011;;www.enara-energia.es;"
"R2-405;ALPIQ TRADING AG;BAHNHOFQUAI, 12;4600;OLTEN;Olten (Suiza);;N;758'297;01/02/2011;05/03/2012;;Baja"
"R2-406;ELECTRO SALLENT DE GÁLLEGO, S.L.;C/ FRANCIA, 4;22640;SALLENT DE GÁLLEGO;Huesca;900 923 490;AR;B22216725;15/09/2010;01/02/2018;www.sallentdegallego.com;Baja"
"R2-407;ELECTRO ESCARRILLA, S.L;CARRETERA DE FRANCIA, 10;22660;ESCARRILLA;Huesca;900 103 589;AR;B22216733;15/09/2010;01/02/2018;www.escarrilla.es;Baja"
"R2-408;HOLALUZ-CLIDOM, S.A;EDIFICIO OCEAN. PASSEIG JOAN DE BORBÓ, 99-101, 4ª PLANTA;08039;BARCELONA;Barcelona;900 906 021;N;A65445033;24/02/2011;;www.holaluz.com;"
"R2-409;ELÉCTRICAS LA ENGUERINA, S L;C/ DOCTOR ALBIÑANA, 1;46810;ENGUERA;Valencia;900 33 33 34;P;B98109721;29/04/2011;15/12/2016;;Baja"
"R2-410;IPOSTAR, S.L.;C/ SANTA MARINA, 40;24393;VILLAVANTE;León;;N;B24614430;09/04/2011;18/03/2013;;Baja"
"R2-411;ENERGIA DLR COMERCIALIZADORA, SL;C/ LEONARDO DA VINCI, Nº 2 EDIFICIO PRODIEL, PCT;41092;SEVILLA;Sevilla;900 10 26 04;N;B91924514;28/02/2011;;www.energiaplus.es;"
"R2-412;CELTICA ENERGIA SL;C/ ISLA DE AROSA, 35;28035;MADRID;Madrid;900 101 991;P, MM, TF;B86150315;02/06/2011;21/10/2016;www.celticaenergia.es;Baja"
"R2-413;ARACAN ENERGIA S.L.;C/ NUMANCIA, 107 6º 3ª ESC. B;08029;BARCELONA;Barcelona;900 828 917;P, SB, GC, TF, FL, PA, LG, HI;B65519647;18/05/2011;;aracanenergia.es;"
"R2-414;GRUPO ENERGÉTICO ASECOR S.L;C/ PARDIES, 12 BAJO D;33430;CANDÁS;Principado de Asturias;900 830 016;P;B74303264;23/05/2011;30/08/2019;www.grupoenergeticoasecor.com;Baja"
"R2-415;SOM ENERGIA SCCL;C/ PIC DE PEGUERA, 15 ESC. A, PLANTA 1, PORTA 16;17003;GERONA;Gerona;900 103 605;P, SB;F55091367;14/06/2011;;www.somenergia.coop;"
"R2-416;AURA ENERGÍA S.L;AVDA. BARCELONA, 109 3ºD;08970;SANT JOAN DESPÍ;Barcelona;900 87 82 13;N;B65552432;25/06/2011;;www.aura-energia.com;"
"R2-417;GALP ENERGÍA ESPAÑA, S.A.U.;C/ ANABEL SEGURA 16, EDIFICIO VEGA NORTE 1;28108;ALCOBENDAS;Madrid;800 009 109;P;A28559573;22/10/2011;;www.galpenergia.com/ES;"
"R2-418;AAYUM COMPANYIA CATALANA SUBMINISTRADORA D'ENERGIA S.L;AVENIDA PAÍSOS CATALANS NÚM 29-LOCAL 1;08500;VIC;Barcelona;800 007 830;P;B65509887;14/03/2012;01/01/2016;www.aayum.com;Baja"
"R2-419;COOPERATIVA ELÉCTRICA BENÉFICA SAN FRANCISCO DE ASÍS, COOP. V.;C/ CORAZÓN DE JESÚS, Nº17;03330;CREVILLENT;Alicante;900 103 314;AL;F03013257;20/06/2011;;www.enercoop.es;"
"R2-420;MALLORQUINA DE ENERGÍAS, S.L.U.;C/ VICENTE JUAN Y ROSSELLÓ, 31 4ºA;07013;PALMA DE MALLORCA;Islas Baleares;;MM, IF;B57688731;23/08/2013;29/02/2016;mallorquinaenergias.com;Baja"
"R2-421;SAMPOL INGENIERIA Y OBRAS SA;C/ GREMIO BONETEROS Nº48;07009;PALMA DE MALLORCA;Islas Baleares;900 373 438;P, SB, GC, FL, HI, LG, TF, PA;A07088206;13/09/2011;;www.sampol.com;"
"R2-422;NORDJYSK ELHANDEL A/S;SKELAGERVEJ, 1;9000;AALBORG (Dinamarca);Extranjero;;N;NORDJYSK;24/03/2011;05/03/2012;www.neasenergy.com;Baja"
"R2-423;GEM SUMINISTRO DE GAS 3, S.L.;PLAZA DEL GAS Nº1;08003;BARCELONA;Barcelona;;N;B65569089;12/08/2011;22/02/2012;;Baja"
"R2-424;DREUE ELECTRIC, S.L.U;C/ THOMAS ALVA EDISON, 7 - PARQUE TECNOLÓGICO DE VALENCIA;46980;PATERNA;Valencia;900 37 31 39;P, SB, GC, TF, FL;B98202237;25/08/2011;;www.dreue.com;"
"R2-425;FORCES ELÈCTRIQUES D'ANDORRA (FEDA);AVENIDA DE LA BARTA S/N;AD200;ENCAMP;Principado de Andorra;;AN;U132950X;11/07/2011;;www.feda.ad/cat/index.aspx;"
"R2-426;ZELTRIA ENERGIA;C/ SAN JOSE Nº11 - 4ªPLANTA;30120;EL PALMAR;Murcia;900 80 21 64;P;B73727927;14/11/2011;;www.zeltria.es/comercializacion-de-energia-electrica;"
"R2-427;SWITCH ENERGY SL;C/ FRANCISCO ALONSO, 2 OF:35;28660;BOADILLA DEL MONTE;Madrid;900 101 436;P;B86048667;27/10/2011;06/06/2018;www.switchenergy.es/es;Baja"
"R2-428;ELECTRICA NURIEL, S.L.;AVENIDA DE NAVARRA, 14;08911;BADALONA;Barcelona;900 82 84 06;P;B64180862;10/11/2011;03/10/2018;www.nuriel.es;Baja"
"R2-429;KNET COMUNICACIONES, S.L.;AVDA. CLUB DEPORTIVO, 55;26007;LOGROÑO;La Rioja;;P;B26266106;03/11/2011;07/08/2014;;Baja"
"R2-430;ENERGÍAS DEL ZINQUETA S.L.;PLAZA MAYOR, Nº1;22367;PLAN;Huesca;900 834 462;P;B22247191;18/11/2011;01/07/2021;www.ayuntamientodeplan.es/energias-zinqueta.html;Baja"
"R2-431;ELÉCTRICA DE GUIXÉS, SL;REVEREND BAJONA, 26;25282;SANT LLORENÇ DE MORUNYS;Lérida;900 101 605;P;B25025164;22/11/2011;30/11/2015;www.electricaguixes.com/web;Baja"
"R2-432;CANARY BIOENERGY, S.L.U.;C/ VILLALBA HERVÁS, 2 - 7º;38002;SANTA CRUZ DE TENERIFE;Tenerife;;P;B38920500;28/11/2011;09/05/2019;www.ecoenergetica.es;Baja"
"R2-433;EDP EMPRESA DE SERVICIOS ENERGETICOS SL;PLAZA DE LA GESTA, 2;33007;OVIEDO;Asturias;;N;B74286030;20/12/2011;11/07/2017;www.edpenergia.es/es/;Baja"
"R2-434;GDF SUEZ TRADING;1, PLACE SAMUEL DE CHAMPLAIN (COURBEVOIE);92400;PARIS (Francia);Extranjero;;P;BE0835490593;23/12/2011;;www.gdfsuez-trading.com/en/homepage;"
"R2-435;ZENCER, S. COOP. AND.;C/ POETA SALVADOR RUEDA Nº25, LOCAL 1;29640;FUENGIROLA;Málaga;900 525 223;P;F93157717;04/04/2017;30/10/2017;www.zencer.es;Baja"
"R2-436;GESTIONNA;C/ SERRANO, 120 2ªPLANTA;28006;MADRID;Madrid;900 92 09 10;P;B83812255;11/02/2012;;www.gestionna.com;"
"R2-437;ELECTROURBANO COMERCIALIZACION;C/ ROSARIO, 1;13620;PEDRO MUÑOZ;Ciudad Real;900 866 336;P;B13356977;25/04/2013;15/04/2016;www.electrourbano.es/;Baja"
"R2-438;COOPERATIVA ELÉCTRICA-BENÉFICA ALBATERENSE, COOP.V;C/ PASCUAL CÁNOVAS, 41;03340;ALBATERA;Alicante;800 007 294;P;F03013323;15/02/2012;;coopealbaterense.es;"
"R2-439;ECOEQ ENERGÉTICA S.L;AVDA. ESTACIÓN 8 A, OFICINA 2;04005;ALMERIA;Almeria;900 801 279;P;B04738209;24/04/2012;;www.ecoeq.es;"
"R2-440;HOLDING SLOVENSKE ELEKTRARNE D.O.O.;KOPRSKA ULICA 92;1000;LJUBLJANA (Slovenija);Extranjero;;N;SI99666189;08/11/2011;12/04/2021;www.hse.si/si;Baja"
"R2-441;SUNAIR ONE ENERGY S.L;C/ RECASENS I MERCADÉ, Nº19 POL. IND. AGRO-REUS;43206;REUS;Tarragona;900 10 11 92;N;B55567986;29/05/2012;;www.sunaironeenergy.es;"
"R2-442;COMPAÑIA LUMISA ENERGIAS, SL;C/ BADAJOZ, 145 3-A;08018;BARCELONA;Barcelona;900 811 473;P;B65711855;18/06/2012;;www.lumisa.eu;"
"R2-443;UNIELECTRICA ENERGIA, S.A;AVDA. DEL BRILLANTE Nº 114;14012;CORDOBA;Córdoba;900 834 967;P, SB, GC, TF, FL, PA, LG, HI;A14944276;21/06/2012;;www.unielectrica.com;"
"R2-444;OLTEN-LLUM COMPRA ELECTRICIDAD;C/ ACADEMIA, Nº 23;25230;MOLLERUSSA;Lérida;900 710 112;P, SB;B25745696;22/06/2012;14/05/2016;www.oltenllum.com/index.php?idioma=es;Baja"
"R2-445;COMERCIALIZADORA ELECTRICA DEL SURESTE;DIP. RIO (HUERTA DEL NUBLO) Nº 272;30800;LORCA;Murcia;800 760 215;P;B73748097;09/07/2012;;www.cesurenergia.es;"
"R2-446;ELECTRICA RENOVABLES MAS 3, S.L.;C/ ALAMEDA Nº3 5ª PLANTA;28014;MADRID;Madrid;;P;B86418936;30/08/2012;19/01/2014;;Baja"
"R2-447;VÓLTICO ENERGÍA SL;C/ ARIBAU, 168 1º1ª;08036;BARCELONA;Barcelona;900 52 52 61;P;B65800245;30/07/2012;;www.voltico.com;"
"R2-448;LABOIL ENERGIA, S. L.;C/ RICARDO DEL ARCO Nº16, 1ºIZDA.;22004;HUESCA;Huesca;900 10 30 89;P;B22373948;01/10/2012;;www.laboilenergia.es;"
"R2-449;WATIUM, S.L.;C/ PRINCESA, Nº2 PLANTA 8 OFICINA 7;28008;MADRID;Madrid;900 901 059;P, SB, ML;B86459260;23/08/2012;;www.watium.es;"
"R2-450;GNERA ENERGIA Y TECNOLOGIA, S.L.;C/ SERRANO GALVACHE, 56 ED. ABEDUL PLANTA 7;28033;MADRID;Madrid;900 802 399;P;B84196997;15/10/2012;;www.gnera.es/ES/agente-mercado-index.html;"
"R2-451;ENERGIAS DE PANTICOSA S.L.;C/ SAN MIGUEL Nº27;22661;PANTICOSA;Huesca;900 373 283;AR;B22216220;01/04/2017;14/11/2018;www.panticosa.es/el-ayuntamiento-lista.php?Nombre=Energ%C3%ADas%20de%20Panticosa%20S.L.;Baja"
"R2-452;AMPERE LIBRE, S.L.;C/ CORUÑA Nº20;36700;TUY;Pontevedra;;P;B94042892;01/11/2012;30/06/2014;;Baja"
"R2-453;CARVISA ENERGIA SL;C/ ESCOFINA, 9 POL. IND. P-29;28400;COLLADO VILLALBA;Madrid;900 10 14 16;P, GC, TF, FL;B85969491;28/11/2012;;www.carvisaenergia.com;"
"R2-454;SOLVAY ENERGY SERVICES IBÉRICA, S.L.;CAPITAN HAYA, 1;28020;MADRID;Madrid;900 101 145;P;B64757602;04/12/2012;31/12/2015;www.solvay.es/es;Baja"
"R2-455;ALCANZIA ENERGIA, S.L.;C/ COLON Nº60 4º PISO;46004;VALENCIA;Valencia;900 365 355;P, SB, GC, TF, FL, PA, LG, HI;B98373269;06/02/2013;;www.alcanzia.es;"
"R2-456;XENERA COMPAÑÍA ELECTRICA, S.A;C/ CORUÑA Nº20;36700;TUY;Pontevedra;900 101 562;P, SB;A94071727;18/02/2013;;xenera.com;"
"R2-457;ATLAS ENERGIA COMERCIAL, S.L.;C/ RIU TER, 9;25001;LLEIDA;Lérida;900 373 905;N;B25732314;11/02/2013;;atlas-energia.com;"
"R2-458;EUROPA GLOBAL ENERGY, S.L.U.;AVENIDA CORTES VALENCIANAS, Nº58;46001;VALENCIA;Valencia;900 841 301;P;B98462260;08/02/2013;26/01/2016;www.europaglobalenergy.com;Baja"
"R2-459;INER ENERGIA CASTILLA LA MANCHA SL;C/ SANTIAGO RUSIÑOL, 9 BAJO;02006;ALBACETE;Albacete;900 848 402;P;B02494375;15/03/2013;;www.iner-energia.es;;"
"R2-460;GOIENER S.COOP;C/ PG MALLUTZ, Nº18;20240;ORDIZIA;Guipúzcoa;900 816 365;P;F75074872;27/02/2013;;www.goiener.com;"
"R2-461;ELECTRO SOPORTE COMERCIAL Y GESTIÓN S.L.U;C/ TUSET 19 2º 2ª;08006;BARCELONA;Barcelona;;P;B65932360;08/04/2013;05/04/2016;;Baja"
"R2-462;VERTSEL ENERGIA S.L.U;C/ SALAMANCA 11 BJ.;02001;ALBACETE;Albacete;900 101 712;P, MM;B98476922;03/04/2013;21/10/2016;www.vsenergia.es;Baja"
"R2-463;EUROENERGIA DE LEVANTE;C/ LES GARRIGUES Nº15 PLANTA 4 PUERTA 7;46001;VALENCIA;Valencia;900 828 408;P;B98470727;04/04/2013;14/05/2016;euroenergias.com;Baja"
"R2-464;STAGIONI ENERGIA RENOVABLES,S.L.;C/ BUENOS AIRES Nº1 P.IND. CAMPORROSO;28806;ALCALA DE HENARES;Madrid;800 00 73 42;P;B85114098;04/04/2013;21/11/2020;www.abyenergia.es;Baja"
"R2-465;AURORA ENERGY SUPPLY SL;C/ PEDRET Nº99;17007;GERONA;Gerona;900 373 408;P;B17657719;08/04/2013;;www.auroraenergy.com.au;"
"R2-466;ADELFAS ENERGIA SL;CARRETERA DE SAN ADRIAN S/N;26500;CALAHORRA;La Rioja;900 102 614;P;B26500231;10/04/2013;;www.adelfas.es;"
"R2-467;IBEROELECTRA 3000, S.L;C/ PINTOR OLIET, 9;12006;CASTELLÓN;Castellón;900 922 226;P;B12899589;30/04/2013;;https://www.iberoelectra.es/;"
"R2-468;BKW ENERGIE AG;VIKTORIAPLATZ 3;3000;BERNA (Suiza);Extranjero;;P;CHE103258498;23/04/2013;;www.bkw.ch;"
"R2-469;INTEGRACIÓN EUROPEA DE ENERGIA, S.A.U.;C/ DINAMARCA, 4 (POL. ESPIRITU SANTO);33010;OVIEDO;Asturias;800 808 208;P, SB, GC, TF, FL, PA, LG, HI;A74340464;29/05/2013;;www.integraenergia.es;"
"R2-470;INDEXO ENERGIA SL;JACINTO VERDAGUER, 65;08970;SANT JOAN DESPÍ;Barcelona;800 00 94 94;P;B65993669;31/05/2013;;www.indexoenergia.com;"
"R2-471;MERCURIA ENERGY TRADING, S.A.;RUE DU RHONE 50;1204;GINEBRA (Suiza);Extranjero;;INT FR;CHE116348521;22/05/2013;;www.mercuria.com;"
"R2-472;CONCISA-COMUNICACIÓN MARKETING Y SERVICIOS, S.L. UNIPERSONAL;PLAZA SAN FRANCISCO 4;03190;PILAR DE LA HORADADA;Alicante;900 844 433;P;B30819577;07/06/2013;16/07/2018;www.onlyluz.com;Baja"
"R2-473;THE YELLOW ENERGY, S.L;C/ CONSELL DE CENT, 42;08014;BARCELONA;Barcelona;900 818 533;N;B66027731;17/06/2013;;www.esferaluz.es;"
"R2-474;NINOBE SERVICIOS ENERGÉTICOS, SL;RONDA NARCIS MONTURIOL 6 EDIFICIO DESTRO, 103B;46980;PATERNA;Valencia;900 103 594;P, SB, GC, TF, FL, PA, LG, HI;B98219868;28/06/2013;;www.ninobe.com;"
"R2-475;CYE ENERGIA SL;AV. ACTOR ANTONIO FERRANDIS, 8 OFICINA K;46013;VALENCIA;Valencia;900 902 788;P, GC, TF;B98516693;14/06/2013;;www.cye-energia.com;"
"R2-476;SOLELEC IBERICA S L;CALLE CONCEPCIÓN ARENAL Nº 6 LOCAL 2;29004;MÁLAGA;Málaga;900 834 971;P, SB, GC, TF, FL, PA, LG, HI;B93257640;23/08/2013;;www.solelec.com;"
"R2-477;WATIO WHOLESALE, S.L;CAMINO ZORROZGOITI 66, 2ª PLANTA;48013;BILBAO;Vizcaya;900 373 880;P, SB, GC, TF, FL, PA, LG, HI;B86755147;12/08/2013;;www.grupowatio.com;"
"R2-478;NUEVA COMERCIALIZADORA ESPAÑOLA SL;VÍA HISPANIDAD Nº 13 LOCAL 2;50009;ZARAGOZA;Zaragoza;800 088 200;P;B99301822;26/06/2013;;www.nucoes.com;"
"R2-479;ENERGY STROM XXI SL;C/ MARCONI, 5 POL. IND. PARC DEL MOLI;08210;BARBERÁ DEL VALLÉS;Barcelona;900 801 666;P, SB, GC, TF, FL, PA, LG, HI;B66040312;12/08/2013;;www.opcionenergia.com;"
"R2-480;CORPOLUX, S.L;C/ VIRGEN DEL PILAR, 2 5º;03330;CREVILLENT;Alicante;900 373 850;P;B54691589;12/07/2013;;;"
"R2-481;DISTRIBUCIONES ELECTRICAS TALAYUELAS SL;PLAZA DE CUENCA, 1;16320;TALAYUELAS;Cuenca;900 37 33 54;P;B16235947;01/07/2013;01/08/2016;www.electricastalayuelas.es;Baja"
"R2-482;DXT COMMODITIES, S.A.;VIA TREVANO 2A;6900;LUGANO (SUIZA);Extranjero;;P;CHE105222146;26/08/2013;;;"
"R2-483;FOENER ENERGÍA, S.L;CARRETERA REAL DE MADRID NORTE, KM 81;46469;BENIPARRELL;Valencia;900 101 859;P, SB, GC, TF, FL, PA, LG, HI;B98563356;20/09/2013;;foener.es;"
"R2-484;ELÉCTRICA BAÑESA, SL;C/ TORAL, 10;24380;PUENTE DOMINGO FLOREZ;León;900 373 453;P;B24224248;26/09/2013;01/07/2016;;Baja"
"R2-485;ELÉCTRICAS DE BENUZA, SL;C/ TORAL,15;24380;PUENTE DOMINGO FLOREZ;León;900 373 453;P;B24374647;26/09/2013;01/07/2016;;Baja"
"R2-486;COMERCIALIZADORA EÓLICA SUMINISTROS DE ENERGÍA S.L;C/ DIEGO DE LEÓN 47;28006;MADRID;Madrid;;P;B86618709;04/10/2013;05/04/2016;;Baja"
"R2-487;COMERCIALIZADORA ENERGETICA CASTELLANA, S.L;C/ GUTIÉRREZ ORTEGA, Nº3;13001;CIUDAD REAL;Ciudad Real;900 10 11 36;P;B13555586;28/10/2013;30/05/2015;;Baja"
"R2-488;ELECTRICA SERRANIA DE RONDA ENERGIA SL;BARRIADA ESTACIÓN S/N;29370;BENAOJÁN;Málaga;900 103 065;P;B93158293;01/12/2013;;electricaserraniaderonda.es;"
"R2-489;NORTEDISON ELECTRIC S.L;C/ ERCILLA, 8 - 1º DCHA;48009;BILBAO;Vizcaya;;P;B95705489;07/11/2013;08/05/2016;;Baja"
