ES1000;PJQDPSI1D8J2Q1IM3G17;"Instituto de Crédito Oficial";Entidad de crédito;"Ps del Prado, 4, 28014, Madrid";Sí;;"1000"
ES1494;;"Intesa Sanpaolo S.p.A., Sucursal en España";Entidad de crédito;"Pº de Castellana, 31, 28046, Madrid";No;IT0000101262255;"1494"
ES1567;;"J.P. Morgan AG, Sucursal en España";Entidad de crédito;"Ps de la Castellana, 31, 28046, Madrid";No;DE03991;"1567"
ES1516;;"J.P. Morgan Bank Luxembourg S.A., Sucursal en España";Entidad de crédito;"Ps Castellana, 31, 28046, Madrid";No;LUB00067;"1516"
ES1482;;"John Deere Bank, S.A., Sucursal en España";Entidad de crédito;"Bl John Deere, 2, 28984, Parla (Madrid)";No;LUB00317;"1482"
ES0151;;"JPMorgan Chase Bank National Association, Sucursal en España";Entidad de crédito;"Ps Castellana, 31, 28045, Madrid";No;US0ECBM00033;"0151"
ES2095;549300U4LIZV0REEQQ46;"Kutxabank, S.A";Entidad de crédito;"Cl Gran Vía, 30-32, 48009, Bilbao (Vizcaya)";Sí;;"2095"
ES1547;;"Lombard Odier (Europe), S.A., Sucursal en España";Entidad de crédito;"PASEO DE LA CASTELLANA, 66 , 28046, Madrid";No;LUB00370;"1547"
ES8342;;"Luzaro E.F.C. S.A";Otra institución;"Av Libertad, 10, 20004, San Sebastián (Guipúzcoa)";No;;"8342"
ES1520;;"Mediobanca, Sucursal en España";Entidad de crédito;"Cl Jorge Manrique, 12, 28006, Madrid";No;IT0000101249233;"1520"
ES1523;;"Mercedes-Benz Bank AG, Sucursal en España";Entidad de crédito;"Av de Bruselas, 30, 28108, Alcobendas (Madrid)";No;DE04051;"1523"
ES4799;;"Mercedes-Benz Financial Services España E.F.C., S.A.";Otra institución;"Av de Bruselas, 30, 28108, Alcobendas (Madrid)";No;;"4799"
ES1552;;"Mirabaud & Cie (Europe) S.A., Sucursal en España";Entidad de crédito;"CI Fortuny, 6, 28010, Madrid";No;LUB00381;"1552"
ES1559;;"Mizuho Bank Europe N.V., Sucursal en España";Entidad de crédito;"Cl Orense, 34, 28020, Madrid";No;NL530;"1559"
ES6720;;"Moneycorp Technologies Limited, S.E";Otra institución;"CALLE NÚÑEZ DE BALBOA 35, 28001, Madrid";No;IECBI00184118;"6720"
ES0160;;"MUFG Bank (Europe) N.V., Sucursal en España";Entidad de crédito;"Cl José Ortega y Gasset, 29, 28006, Madrid";Sí;NL512;"0160"
ES1563;;"N26 Bank GmbH, Sucursal en España";Entidad de crédito;"CALLE JOSÉ ABASCAL, 41, 28003, Madrid";No;DE05889;"1563"
ES1479;;"Natixis, S.A., Sucursal en España";Entidad de crédito;"Cl Serrano, 90, 28004, Madrid";Sí;FR30007;"1479"
ES1566;;"Natwest Markets N.V., Sucursal en España";Entidad de crédito;"Ps de la Castellana, 60, 28046, Madrid";No;NL148;"1566"
ES0131;;"Novo Banco, S.A., Sucursal en España";Entidad de crédito;"Cl Príncipe de Vergara, 112, 28002, Madrid";Sí;PT7;"0131"
ES0133;95980020140005635198;"Nuevo Micro Bank, S.A.";Entidad de crédito;"cI Aduana, 18, 28013, Madrid";No;;"0133"
ES8814;549300SPOQGDJGPRO124;"Oney Servicios Financieros, E.F.C., S.A.";Otra institución;"Via de los Poblados, 1, 28033, Madrid";No;;"8814"
ES1571;;"Opel Bank, S.A., Sucursal en España";Entidad de crédito;"Cl. Eduardo Barreiros, 110, 28041, Madrid";No;FR17839;"1565"
ES0073;95980020140006024944;"Open Bank, S.A.";Entidad de crédito;"PLAZA DE SANTA BARBARA, 2, 28004, Madrid";Sí;;"0073"
ES1568;;"Orange Bank, S.A., Sucursal en España";Entidad de crédito;"Ps Club Deportivo, 1, 28223, Madrid";No;FR18370;"1568"
ES6707;9598007HK1GFFYZRGJ06;"Pecunia Cards E.D.E. S.L";Otra institución;"Cl Guzmán el Bueno, 133, 28003, Madrid";No;;"6707"
ES1488;;"Pictet & Cie (Europe), S.A., Sucursal en España";Entidad de crédito;"Cl Ortega y Gasset, 29, 28006, Madrid";No;LUB00198;"1488"
ES8838;959800VLM2K3JG5BT155;"PSA Financial Services Spain E.F.C. S.A";Otra institución;"CL EDUARDO BARREIROS, 110, 28037, Madrid";Sí;;"8838"
ES1534;;"Quintet Private Bank (Europe), S.A., Sucursal en España";Entidad de crédito;"Cl. Serrano, 57, 28006, Madrid";No;LUB00013;"1534"
ES1508;;"RCI Banque, S.A., Sucursal en España";Entidad de crédito;"Av. de Europa, 1, 28108, Alcobendas - Madrid";Sí;FR11188;"1508"
ES0083;213800IMKAUV5KW28586;"Renta 4 Banco, S.A.";Entidad de crédito;"Ps de la Habana, 74, 28036, Madrid";No;;"0083"
ES3138;95980020140005310054;"Ruralnostra, Sociedad Cooperativa de Crédito Valenciana";Entidad de crédito;"Pz Mayor, 2, 12549, Betxi (Castellón)";No;;"3138"
ES0242;959800EPV2YFDAY45075;"Sabadell Consumer Finance, S.A.";Entidad de crédito;"Cl Sena, 12 , 08190, Sant Cugat del Valles (Barcelona)";No;;"0242"
ES0224;5493000LM0MZ4JPMGM90;"Santander Consumer Finance, S.A.";Entidad de crédito;"Av de Cantabria, s/n, 28660, Boadilla del Monte (Madrid)";Sí;;"0224"
ES8906;959800CSCUYU81ZRHM29;"Santander Factoring y Confirming, S.A., E.F.C.";Otra institución;"Av Cantabria, s/n, 28660, Boadilla del Monte (Madrid)";Sí;;"8906"
ES0036;959800PF0SJV8TSAB140;"Santander Investment, S.A.";Entidad de crédito;"Av de Cantabria, s/n, 28660, Boadilla del Monte (Madrid)";Sí;;"0036"
ES4797;;"Santander Lease, S.A. EFC";Otra institución;"Av de Cantabria, s/n, 28660, Boadilla del Monte (Madrid)";Sí;;"4797"
ES8813;;"Scania Finance Hispania, E.F.C., S.A.";Otra institución;"CALLE JACINTO BENAVENTE, 13, 28850, Torrejón de Ardoz";No;;"8813"
ES6705;;"SEFIDE, E.D.E. S.L.";Otra institución;"AVENIDA DE LA CIENCIA, 2, 18006, Granada";No;;"6705"
ES8795;5493009TO08H2XXXHQ45;"Servicios Financieros Carrefour, E.F.C., S.A.";Otra institución;"CARRETERA  NACIONAL I, KM. 14,500, 28108, ALCOBENDAS";Sí;;"8795"
ES8833;95980020140005902918;"SG Equipment Finance Iberia, E.F.C., S.A.";Otra institución;"CALLE SERRANO GALVACHE, 56, 28033, Madrid";Sí;;"8833"
ES1490;95980020140005419373;"Singular Bank, S.A.";Entidad de crédito;"CALLE GOYA, 11, 28001, Madrid";No;;"1490"
ES1551;;"SMBC Bank EU AG, Sucursal en España";Entidad de crédito;"Cl Pedro Teixeira, 8, 28001, Madrid";No;DE05904;"1551"
ES8816;;"Sociedad Conjunta para la Emisión y Gestión de Medios de Pago, E.F.C., S.A";Otra institución;"Cl O'Donell, 12, 28009, Madrid";No;;"8816"
ES0108;;"Société Genérale, Sucursal en España";Entidad de crédito;"Pz Pablo Ruiz Picasso, 1, 28020, Madrid";Sí;FR30003;"0108"
ES1572;;"Stifel Europe Bank, A.G, Sucursal en España";Entidad de crédito;"Cl Pedro Valdivia, 14, 28006, Madrid";No;DE05731;"1572"
ES0216;95980020140005562739;"Targobank, S.A.";Entidad de crédito;"Cl Ramírez de Arellano, 29, 28043, Madrid";Sí;;"0216"
ES8836;;"Telefonica Consumer Finance, EFC, S.A.";Otra institución;"Cl Caleruega . 102, 28033, Madrid";Sí;;"8836"
ES1573;;"The Bank of New York Mellon SA/SV, S.E";Entidad de crédito;"CALLE JOSÉ ABASCAL, 45, 28003, Madrid";No;BE0806743159;"1573"
ES1570;;"The Governor and Company of the Bank of Ireland, Sucursal en España";Entidad de crédito;"Cl Ortega y Gasset, 29, 28006, Madrid";No;IEBKIREL;"1570"
ES1487;;"Toyota Kreditbank GmbH, Sucursal en España";Entidad de crédito;"Av de Bruselas, 22, 28108, Alcobendas (Madrid)";No;DE04046;"1487"
ES4784;;"Transolver Finance, E.F.C., S.A.";Otra institución;"Av Aragón, 402, 28022, Madrid";No;;"4784"
ES1491;;"Triodos Bank, N.V., S.E.";Entidad de crédito;"Cl José Echegaray, 5, 28230, Las Rozas (Madrid)";Sí;NL195;"1491"
ES0226;213800PUZKK6MYFB9O36;"UBS Europe SE, Sucursal en España";Entidad de crédito;"Cl María de Molina, 4, 28006, Madrid";No;DE04024;"0226"
ES2103;5493007SJLLCTM6J6M37;"Unicaja Banco, S.A.";Entidad de crédito;"Av Andalucía, 10-12, 29007, Málaga";Sí;;"2103"
ES1557;;"Unicredit, S.p.A., Sucursal en España";Entidad de crédito;"Cl Miguel Angel. 11, 28010, Madrid";No;IT0000102484824;"1557"
ES8596;9598008N2YKRW90TPL84;"Unión Cto. Fin. Mob. e Inm., Credifimo, E.F.C., S.A.";Otra institución;"Cl Goya, 77, 28001, Madrid";No;;"8596"
ES8512;95980020140005209368;"Unión de Créditos Inmobiliarios, S.A., E.F.C.";Otra institución;"Cl Retama, 3, 28045, Madrid";Sí;;"8512"
ES8769;959800RYLG2JBD5F8835;"Unión Financiera Asturiana, S.A., E.F.C.";Otra institución;"Cl Pelayo, 15, 33003, Oviedo (Asturias)";No;;"8769"
ES6719;;"UNNAX REGULATORY SERVICES, EDE, SL";Otra institución;"PLAZA DE EUROPA, 22-24, 08902, L' HOSPITALET DE LLOBREGAT";No;;"6719"
ES6709;959800HUFA92RBVJQJ56;"Up Aganea EDE, SA";Otra institución;"CARRETERA FUENCARRAL A ALCOBENDAS, 14, 28050, Madrid";No;;"6709" 
ES8806;959800SRYS1VBV8YJ703;"VFS Financial Services Spain E.F.C., S.A.";Otra institución;"Cl Basauri, 7-9, 28023, Madrid";No;;"8806"
ES6715;;"Viva Payment Services, S.A. S.E.";Otra institución;"CALLE ORENSE, 8, 28020, Madrid";No;GR701;"6715"
ES1480;;"Volkswagen Bank GmbH, Sucursal en España";Entidad de crédito;"Av. de Bruselas, 34, 28108, Alcobendas (Madrid)";Sí;DE03402;"1480"
ES0200;95980020140005218292;"Wealthprivat Bank, S.A.";Entidad de crédito;"Pz del Ayuntamiento, 26, 46002, Valencia";No;;"0200"
ES1575;;"Western Union International Bank GMBH, Sucursal en España";Entidad de crédito;"Cl Beatriz de Bobadilla, 14, 28040, Madrid";No;AT0000067035186;"1575"
ES0229;549300Q17EOFMB1AGS79;"WIZINK BANK, S.A..";Entidad de crédito;"Cl Ulises, 16-18, 28043, Madrid";No;;"0229"
ES8840;9598000WTZEQB8MJGF25;"Xfera Consumer Finance, E.F.C. S.A.";Otra institución;"PS DE LOS MELANCOLICOS, 14, 28005, Madrid";No;;"8840"
ES1560;;"Younited, Sucursal en España";Entidad de crédito;"Carrer de la Caravel, 12, 08017, Barcelona";No;FR16488;"1560"
